Content,aspect_labels,sentiment_scores
excellent servicethe doctor was nicethe reception is so helpful and friendly they make you feel at home i highly and heartily recommend ocvh,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i brought my 7 year old cavachon in to check on some growths  all was fine  gave me drops to put in her ears when they bother her allergies vet was polite and kind  will probably make this hospital my regular vetthank you,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
we have two dogs that we bring in for care and we have always been very pleased with the attention and care they have received all of the doctors in the practice are excellent we trust them completely,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thanx to ocean county veterinary hospital they save my lovely boxer diana best doctors team supportive staff,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
everyone at ocvh in lakewood is very friendly and helpful dr koenigstein is amazing and always treats my dog wonderfully,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i would definitely recommend to a friend dr crawford was amazing with my hamster i felt comfortable with him and he was so kind understanding and knowledgeable,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i felt comfortable bringing my pets to this veterinarian hospital and trusted the vets opinion clean and overall welcoming just a little expensive but worth the initial charge,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i wouldnt trust anyone but dr briggs and the wonderful staff at ocvh to take care of my furbabies much love from ollie lexi and chloe,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dr danowitz is an excellent veterinarian he is knowledgeable caring and thorough the staff is very friendly i highly recommend ocvh,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ocvh is the best they are very caring and compassionate of your pets we love the hours of operation and the ease of getting an appointment,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
extremely friendly compassionate caring sincere and skilled staff  wouldnt think of taking my pets anywhere else,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
it was a very good visit for me the vet and her assistant handled niko expertly even though he was not being very cooperative,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
couldnt ask for a more caring and wonderful vet vet techs office staff are all just wonderful compassionate people,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
saving animals so lovely i cant even explain how important it is thank you kind people you are my heroes,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dr mitchell is amazing   she is very thorough yet gentle and takes time to listen to all your concerns   excellent care highly recommend,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dr jenna k was absolutely amazing her sincerity and kindness brought tears to my eyes shes the best  forever grateful   duke k,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
everyone was friendly caring and very professional they answered all my questions and took good care of my two kittens,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
professional caring and trustworthy highly recommend my dog will be going there from now on,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
my little bichon lala was in pain when i brought her in she was diagnosed and treated quickly and gently she is now on meds and is improving daily they always give you an appointment right away,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
thank you for saving my dog lainey  in the summer she didnt want to walk much at all  then she started passing out fainting when she pulled on the leash on her harness dr weiner helped us by helping me find ways to help her  he helped me see that i could take action  that didnt break my bank account  he got me to a dog cardiologist at red bank veterinary hospital  she has chronic mitral valve disease and now is on medication to help her heart function more efficiently knowing what her illness is has been an important part of helping me care for her  it helped me focus on what to expect from her and what i could do  now i walk her wherever she wants to go or not go and for as long or short as she wants to walk  if she is doingher business i hold onto her harness so she has no traction to pull away and doesnt faint if she starts to pull andor run i run  with her a short ways   in the cooler weather she wants to walk farther sometimes  next summer we will seeit will be her own assessment of what she can do or not do  she is such a happy girl these days  and she hasnt fainted in over 4 months  thank you so very much to dr weiner  and thank you to the other vets at ocvh that i have had contact with  all superb smart knowledgeable caring  i highly and heartily recommend ocvhps  sorry her photo downloaded sidewayssystem wont let me edit it,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dr danowitz is the best his caring attitude and expertise puts our fur babies at ease,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i always feel comfortable taking my cat in for care at ocvh the staff is very helpful and the veterinarians are knowledgeable and compassionate,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
amazing caring staff who will do anything to help you and your pets my family have been loyal clients for over 30 years,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
we have seen dr koenigstein twice for a wellness checks and trimmings for our red lored amazon she is so very gentile with jack and likes her she takes the time to answer any and all questions we have our bird goes no where else,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i have been taking my cats birds and dogs to ocean county vet for 19 years they have always taken very good care of my animals and dr briggs and dr donowitz are the best the reception is so helpful and friendly they make you feel at home,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i love going to the vet with my kids everyone is so pleasant and helpful have never had a bad experience,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
love this place doctors and workers are very professional take good care of my two babies,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i have been using ocvh for the past 10 years at least at one point or another i have met all the vets and staff they are excellent in every way and  have gone out of their way to help my pets,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i arrived at the lakewood animal hospital with our dog at the time i had written in my pocket calendar i was informed via phone that my appt was for 120 not 1240 which was my written time i had appointments scheduled for doctor visit and for grooming i was told the doctor was with a patient in an examine room they would have the doctor or groomer call me i waited in my car almost 40 minutes no one called nor did anyone come out to my car i called the desk again i told the person that i was waiting outside for 40 minutes the person again informed me that i had written the wrong time down my error i explained that i was given a time to see the vet first and then the groomer would handle the dog when i asked what time was the vet appointment and the groomer appointment both appointments were scheduled for the same time oh sorry yes that does seem strange doesnt fit thats the answer i got i was already annoyed because of the wait i was told ads soon as someone free they would come outside i cancelled both appointments oh would you like to come another day why so you could screw up again very disappointed with this group today i feel an apology is well deserved especially how they insisted that it was my error when i pointed out the same time they had for 2 different appts oh thats odd isnt a satisfactory answer i took a day off from work plus they never returned my call it was handled like careless attitude very poor,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
just wanted to thank dr crawford and niko for taking such good care of squeaky she is now back to playful self thanks for telling me about the pill pockets she loved them and thought they were her daily treats your services are the only ones i will trust with my little girl i tell everyone about you,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the front office staff was very nice the facility is very clean the vet had a good repore with my dogs and took his time examining them,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i thoroughly recommend the ocean county veterinary hospital the doctors technicians groomer and staff members are great caring wonderful people,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i thoroughly recommend the ocean county veterinary hospital the doctors technicians groomer and staff members are great caring wonderful people,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
everyone very friendly and took their time with each animal  very caring and knowledgeable,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dr crawford is excellent  i feel confident in his decisions for my dog,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
everyone at ocean county veterinary hospital was wonderful they have taken excellent care of my bunnies,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
